N,P,K,ph,temperature,humidity,rainfall
37.0,140.0,197.0,6.415556,11.189942,80.80843,66.34235
38.0,120.0,197.0,6.3237224,17.543829,82.94704,73.77064
38.0,140.0,198.0,5.75701,13.058098,80.28298,70.75633
14.0,121.0,203.0,6.1586895,9.724458,83.74766,74.46411
6.0,125.0,204.0,5.7335396,27.92005,82.932625,69.92093
32.0,138.0,197.0,5.9087243,9.535585,80.731125,69.441154
11.0,124.0,204.0,6.361141,13.429886,80.06634,71.40043
23.0,138.0,200.0,5.9653788,9.851243,80.22632,68.428024
40.0,140.0,201.0,6.4767575,24.97256,82.72829,66.700165
6.0,140.0,202.0,6.224543,27.237083,82.94573,70.42509
37.0,124.0,195.0,6.209928,18.70679,83.47953,66.59645
35.0,134.0,204.0,5.8411384,9.949929,82.55139,66.00818
119.0,25.0,51.0,6.2838182,26.473303,80.92255,53.657425
119.0,19.0,55.0,6.818261,25.187801,83.44622,46.87421
105.0,30.0,50.0,6.376201,25.299547,81.775276,57.04147
114.0,8.0,50.0,6.581588,24.746313,88.30866,57.95826
93.0,22.0,52.0,6.9327397,26.587406,81.32563,41.8754
80.0,26.0,55.0,6.140099,24.534426,88.98927,49.116188
85.0,27.0,45.0,6.467096,26.071375,88.72857,57.796528
85.0,22.0,53.0,6.8494716,25.965342,89.77077,59.463387
82.0,22.0,45.0,6.512196,26.223381,85.34866,54.601593
118.0,13.0,54.0,6.0395846,24.413118,89.81574,44.078434
83.0,25.0,53.0,6.0576973,26.491953,80.04678,57.727993
86.0,15.0,47.0,6.4238987,24.043558,84.18407,53.7893
101.0,10.0,47.0,6.936998,25.54217,83.31883,57.573433
119.0,9.0,50.0,6.2512865,26.745506,83.91959,40.794304
104.0,17.0,46.0,6.190016,25.713142,80.22973,43.08962
95.0,12.0,51.0,6.681607,25.764843,84.1727,44.22067
102.0,14.0,52.0,6.51076,26.794899,89.648155,57.740917
109.0,21.0,55.0,6.770278,24.90046,89.735245,57.44942
81.0,18.0,50.0,6.429788,26.807507,88.22875,58.79889
103.0,17.0,51.0,6.2098885,25.11189,80.026215,44.20657
105.0,14.0,50.0,6.419052,26.214884,87.6884,59.655907
97.0,8.0,52.0,6.2378616,24.910322,86.9719,49.485756
120.0,19.0,49.0,6.7624717,25.794489,84.26831,56.452293
95.0,16.0,55.0,6.612848,25.269312,87.55055,40.126503
83.0,29.0,52.0,6.704689,25.764027,87.59311,46.051228
83.0,9.0,45.0,6.0496097,25.854836,89.13164,46.85177
91.0,21.0,50.0,6.76203,24.335281,81.4403,48.321136
116.0,5.0,54.0,6.6539874,25.376013,80.99313,57.230286
112.0,28.0,54.0,6.7380304,24.860947,85.053185,55.295635
88.0,29.0,51.0,6.09569,24.718855,88.94569,48.459785
118.0,15.0,45.0,6.5380063,24.214956,84.20577,48.011383
92.0,21.0,48.0,6.377427,25.816923,82.04326,54.829636
106.0,14.0,45.0,6.4170117,24.470184,84.1639,57.26773
99.0,5.0,47.0,6.649087,24.130789,84.84495,51.194702
98.0,8.0,51.0,6.259336,26.179346,86.52258,49.43051
108.0,22.0,46.0,6.1211686,26.176687,86.72952,53.33485
119.0,7.0,55.0,6.0314245,26.038677,84.63784,44.399338
117.0,27.0,48.0,6.835268,26.532593,82.39054,54.306606
109.0,10.0,53.0,6.55175,26.819387,87.82746,46.06194
80.0,16.0,46.0,6.940236,25.504055,81.40298,48.478333
100.0,18.0,52.0,6.876067,26.202345,80.38267,56.47942
91.0,7.0,53.0,6.4572167,25.13736,89.28273,43.528976
86.0,6.0,53.0,6.921848,25.920301,83.47202,42.106815
107.0,5.0,52.0,6.881426,26.663462,89.984055,57.40847
103.0,16.0,49.0,6.915717,24.067314,81.640755,51.752125
101.0,20.0,48.0,6.2062473,24.677416,82.75411,57.057095
85.0,25.0,47.0,6.295425,26.114405,87.64081,58.48161
84.0,7.0,51.0,6.399669,26.815304,87.656944,55.740734
102.0,28.0,54.0,6.862157,25.15623,80.27525,55.495415
98.0,25.0,52.0,6.2240663,25.280138,83.15394,49.294567
97.0,25.0,50.0,6.093815,26.22006,80.90127,49.08554
90.0,16.0,45.0,6.29154,24.920933,80.61751,50.55711
95.0,12.0,46.0,6.3228173,26.216677,81.01009,54.654236
82.0,23.0,49.0,6.873284,26.813835,87.21987,51.70498
82.0,25.0,51.0,6.0742097,24.313349,87.47409,48.112484
110.0,28.0,46.0,6.4988956,24.29105,88.04541,51.260464
118.0,21.0,51.0,6.678805,24.429989,86.33905,48.582417
120.0,20.0,45.0,6.1141286,25.66576,88.698425,54.227226
91.0,7.0,52.0,6.405054,25.078037,83.4623,56.399628
81.0,6.0,55.0,6.1101427,24.889105,85.87059,51.706993
101.0,13.0,54.0,6.828983,25.429008,82.91482,56.341446
101.0,17.0,55.0,6.4515,24.371181,87.126915,44.639076
111.0,6.0,53.0,6.313513,26.493065,88.59143,46.063824
107.0,10.0,49.0,6.755192,25.83203,89.004814,45.246906
115.0,11.0,46.0,6.623167,24.415926,89.39655,40.321617
84.0,25.0,52.0,6.125324,24.371902,81.25148,44.208996
120.0,7.0,47.0,6.6538677,24.247826,83.03688,54.765762
91.0,12.0,46.0,6.3439426,24.644585,85.49938,48.31219
89.0,22.0,52.0,6.217301,24.89681,86.10783,53.146263
113.0,19.0,46.0,6.2863874,25.41864,81.12123,49.52321
97.0,22.0,50.0,6.7698936,26.260288,86.14586,58.978786
117.0,30.0,50.0,6.7449665,24.90124,87.207726,46.59207
90.0,14.0,52.0,6.3918586,24.847408,89.204544,59.67927
104.0,23.0,47.0,6.7704344,26.982128,86.70068,42.91292
81.0,16.0,45.0,6.727468,26.904358,86.254265,59.7598
88.0,5.0,47.0,6.662245,25.864756,86.67468,41.165546
92.0,7.0,45.0,6.94464,26.706078,81.141495,51.510334
81.0,18.0,50.0,6.507111,26.440195,80.91934,47.818478
111.0,5.0,55.0,6.5206633,26.283443,84.42479,50.786697
108.0,23.0,51.0,6.1065006,26.84366,83.8504,40.228645
113.0,30.0,50.0,6.277484,26.039673,83.986244,43.877125
83.0,10.0,53.0,6.1951423,24.929947,85.008026,48.758595
101.0,11.0,51.0,6.7920356,25.50737,84.2434,44.2069
114.0,21.0,55.0,6.4727564,25.44384,87.93923,57.515495
99.0,6.0,45.0,6.0009756,26.125889,86.5508,40.7121
92.0,20.0,55.0,6.5877914,25.104748,87.526764,59.265194
92.0,7.0,48.0,6.9565086,26.275206,86.63249,54.387486
91.0,24.0,55.0,6.2590866,26.270617,83.09194,46.768375
110.0,21.0,54.0,6.7475376,26.736908,87.8243,47.46447
112.0,25.0,51.0,6.932537,25.04747,85.56673,56.724968
89.0,25.0,54.0,6.3531075,24.69369,85.56968,48.993908
100.0,10.0,53.0,6.211749,24.54357,84.608086,42.006603
83.0,22.0,54.0,6.277245,25.897623,81.96665,54.4996
95.0,14.0,50.0,6.5604434,26.633312,84.317566,56.31866
119.0,30.0,49.0,6.9030204,25.357948,80.458466,47.720783
97.0,12.0,47.0,6.7650948,25.287846,89.63668,58.286976
110.0,7.0,45.0,6.1892138,26.638386,84.695465,48.324287
96.0,18.0,50.0,6.9042416,25.331045,84.305336,41.53219
83.0,23.0,55.0,6.463271,26.897501,83.89242,43.97194
120.0,24.0,47.0,6.260839,26.986036,89.41385,58.548767
115.0,17.0,55.0,6.776533,27.57827,94.11878,28.082533
114.0,27.0,48.0,6.528404,27.820549,93.03555,26.324055
101.0,25.0,52.0,6.7501454,29.099104,94.22238,22.524973
118.0,18.0,52.0,6.562833,28.049437,90.83131,20.76223
95.0,26.0,45.0,6.11753,29.916906,94.55695,28.160572
81.0,25.0,49.0,6.07646,29.868958,93.25103,26.26243
117.0,24.0,53.0,6.293486,29.172209,92.21405,21.302904
114.0,30.0,51.0,6.069172,29.249084,90.069984,25.934965
113.0,6.0,52.0,6.7409835,27.763172,90.355675,25.216091
108.0,26.0,52.0,6.2017975,28.82629,94.267654,26.238384
81.0,30.0,48.0,6.0410275,28.523798,92.096886,29.866814
115.0,9.0,52.0,6.0193725,29.06785,90.97685,29.119474
83.0,7.0,45.0,6.704104,29.084179,90.73892,25.330143
84.0,21.0,55.0,6.4942513,28.470907,94.79453,21.08484
109.0,26.0,45.0,6.2245355,28.279737,90.38971,21.589926
95.0,27.0,55.0,6.160414,28.472126,91.21322,20.886204
119.0,5.0,55.0,6.168758,29.688467,94.30112,26.839249
110.0,14.0,51.0,6.085445,27.02415,91.66737,21.26035
82.0,18.0,48.0,6.159051,29.095882,94.16748,26.705812
87.0,14.0,48.0,6.6060333,29.692387,92.58862,29.11026
85.0,9.0,53.0,6.447663,28.206194,92.86799,28.786545
100.0,6.0,53.0,6.10591,29.05248,93.92218,23.666206
107.0,12.0,46.0,6.5597634,29.572403,93.618706,27.569185
91.0,13.0,47.0,6.1441092,29.109684,92.43511,27.956022
102.0,25.0,50.0,6.0996623,28.204807,92.914406,20.360012
117.0,25.0,53.0,6.4139276,29.118586,92.12543,24.5202
85.0,21.0,52.0,6.0751443,29.628006,90.10052,23.695868
104.0,25.0,55.0,6.1238027,29.811966,90.36881,22.687666
102.0,24.0,54.0,6.6984687,27.723383,90.93898,22.818634
116.0,25.0,50.0,6.088886,29.260927,92.923676,28.706276
100.0,17.0,48.0,6.3678007,29.727911,94.29753,26.523642
110.0,25.0,54.0,6.425931,28.911057,90.78414,23.443985
104.0,25.0,51.0,6.469983,28.963614,93.88482,23.561302
107.0,11.0,54.0,6.0940166,28.590523,91.336174,29.44008
98.0,26.0,52.0,6.1500907,27.338978,90.69759,28.69114
88.0,17.0,52.0,6.6469626,29.90416,90.752846,25.378284
87.0,25.0,46.0,6.3796906,27.427116,90.02696,21.750877
120.0,8.0,46.0,6.7328343,29.556576,90.70937,28.365356
95.0,13.0,46.0,6.12602,29.840708,93.76313,23.282078
108.0,22.0,47.0,6.1611238,28.535458,91.727425,25.129005
82.0,13.0,52.0,6.44281,27.11535,94.86908,26.519247
120.0,23.0,55.0,6.732049,27.844929,91.60667,26.478445
110.0,22.0,47.0,6.243674,29.031572,91.821724,24.938612
95.0,23.0,45.0,6.2662086,27.824245,90.566986,21.190145
106.0,10.0,49.0,6.3506236,27.726532,92.006874,20.211267
99.0,12.0,52.0,6.0029273,28.697083,94.3076,22.218071
106.0,20.0,51.0,6.342573,29.730196,90.97015,20.490356
83.0,11.0,53.0,6.1639214,29.540972,92.917786,21.965307
117.0,19.0,55.0,6.1217456,28.80312,91.78337,25.163599
98.0,26.0,49.0,6.1301603,27.290358,90.5333,23.495352
113.0,20.0,48.0,6.4405847,27.465836,94.87679,27.279
101.0,17.0,47.0,6.1850533,29.494015,94.72981,26.308208
98.0,7.0,45.0,6.157725,27.791618,92.51055,26.854227
93.0,22.0,48.0,6.776988,29.125338,91.52291,21.904404
95.0,21.0,47.0,6.431971,27.931143,93.561615,20.661278
109.0,12.0,48.0,6.708744,29.457718,92.12535,20.762121
118.0,12.0,47.0,6.01074,27.968723,92.174446,28.94767
100.0,14.0,49.0,6.365957,29.488829,91.075745,26.019094
89.0,9.0,47.0,6.6683826,29.471563,90.7707,28.75226
95.0,16.0,46.0,6.7466955,27.076727,90.14362,24.451466
95.0,7.0,45.0,6.031666,27.300085,90.800156,25.094845
87.0,6.0,45.0,6.400772,29.827293,90.79007,22.842035
93.0,20.0,50.0,6.4487925,29.930613,93.22981,24.348143
84.0,29.0,49.0,6.2514205,29.943491,93.90741,20.390205
111.0,5.0,47.0,6.2744527,28.033064,91.47356,21.179247
111.0,5.0,52.0,6.1359963,29.884306,94.03712,21.0001
111.0,15.0,54.0,6.1940904,27.705837,92.91186,22.06207
89.0,11.0,47.0,6.327823,29.78714,94.653435,27.865944
110.0,15.0,48.0,6.2125673,28.5782,92.865974,27.598719
95.0,30.0,52.0,6.640471,29.4807,90.33699,26.036577
115.0,12.0,52.0,6.685553,27.514923,94.96219,21.017963
120.0,25.0,50.0,6.3272104,28.054577,94.816376,21.848694
102.0,11.0,45.0,6.3554425,29.031673,93.12603,24.155912
94.0,5.0,55.0,6.0856824,28.585464,91.892166,26.883726
84.0,18.0,46.0,6.78105,27.08808,93.42402,25.321596
107.0,22.0,54.0,6.6303015,27.996117,90.8466,21.618938
80.0,18.0,52.0,6.4848,27.873175,91.1485,24.05208
86.0,18.0,45.0,6.566759,28.965866,90.71833,22.25838
113.0,28.0,48.0,6.1705203,28.87726,92.488396,24.442677
115.0,18.0,53.0,6.0124803,29.17052,94.19791,22.069944
82.0,20.0,54.0,6.5411506,29.340336,90.01506,21.44533
98.0,22.0,47.0,6.341401,29.072653,91.91533,28.835684
117.0,25.0,54.0,6.1506863,28.68276,92.50969,29.111877
83.0,15.0,49.0,6.4380083,28.92706,91.39357,23.200768
120.0,16.0,51.0,6.547042,27.999018,91.64193,23.286182
111.0,5.0,50.0,6.3998914,27.5935,91.79743,24.84266
85.0,21.0,47.0,6.1867704,29.87331,90.60932,24.697205
90.0,23.0,54.0,6.159021,28.558525,90.45773,27.265884
99.0,29.0,55.0,6.660955,29.193787,91.46241,26.482403
102.0,11.0,47.0,6.504907,27.98781,92.782265,27.14509
80.0,18.0,51.0,6.7060533,28.053806,91.81759,20.765821
87.0,21.0,52.0,6.0676656,27.35063,94.2912,27.21244
114.0,8.0,52.0,6.419083,29.34081,94.55135,28.22908
99.0,6.0,46.0,6.3963785,28.614752,94.22253,28.985743
89.0,25.0,50.0,6.375923,27.048635,91.34685,25.081467
96.0,13.0,55.0,6.700338,29.52753,94.57459,21.135456
82.0,26.0,47.0,6.565313,28.504164,93.46806,24.200073
106.0,21.0,52.0,6.286515,28.895786,94.78993,23.036251
90.0,15.0,52.0,6.4480615,27.049274,91.38217,23.657475
106.0,16.0,54.0,6.5858727,28.960178,91.69532,24.74582
24.0,128.0,196.0,5.521467,22.750887,90.69489,110.431786
7.0,140.0,197.0,6.1332207,23.849401,94.34815,114.05125
14.0,128.0,205.0,6.2262897,22.60801,94.589005,116.03966
8.0,120.0,201.0,6.321152,21.186674,91.13435,122.23332
20.0,129.0,201.0,5.587906,23.410446,91.699135,116.07779
32.0,137.0,204.0,5.8241515,22.860065,93.1286,117.729675
27.0,139.0,205.0,5.77218,22.48403,93.408195,105.54736
0.0,123.0,205.0,5.790993,22.027754,92.961296,121.13492
22.0,140.0,196.0,6.499227,21.911913,91.68748,117.076126
1.0,124.0,199.0,5.658474,23.71059,93.273926,112.667656
30.0,122.0,197.0,5.573241,21.377846,92.720436,106.1417
29.0,121.0,196.0,6.0794973,22.848528,94.321304,123.597786
13.0,126.0,204.0,6.38318,23.109426,92.79631,108.18379
9.0,139.0,199.0,5.867421,23.252308,94.54128,105.35584
0.0,133.0,200.0,5.708419,23.672878,90.49356,104.229805
30.0,140.0,199.0,5.798351,23.768816,90.59811,102.264854
36.0,140.0,198.0,6.2818837,23.343864,91.476845,104.426796
37.0,137.0,199.0,5.6979456,22.639465,90.18452,108.34059
33.0,121.0,203.0,5.605934,22.456968,94.762856,114.840775
7.0,140.0,195.0,5.856481,22.963884,93.58066,104.6473
35.0,128.0,205.0,6.041054,21.072735,93.56586,107.8737
29.0,128.0,198.0,5.6850624,22.44075,92.70785,121.497734
2.0,140.0,196.0,5.669489,22.712713,90.452614,109.88526
34.0,140.0,198.0,5.7517076,21.70417,93.44006,115.17814
29.0,140.0,204.0,5.800449,22.433245,92.48668,119.102516
32.0,140.0,203.0,5.8213477,21.25941,92.84416,109.06585
13.0,140.0,197.0,6.280223,22.92157,94.89613,105.69415
25.0,140.0,198.0,6.027314,22.812126,91.518616,107.855225
9.0,137.0,200.0,5.6366873,21.121521,90.687874,102.80172
6.0,140.0,198.0,5.559364,21.114786,90.315285,104.50866
37.0,126.0,196.0,5.5964494,23.599972,90.975975,107.17282
2.0,120.0,203.0,5.893493,23.126526,94.712036,108.621185
11.0,140.0,197.0,5.8757186,22.984589,93.32045,122.19525
10.0,140.0,201.0,6.3860216,22.126595,90.97818,104.54123
24.0,140.0,202.0,5.7108197,22.537798,91.48136,101.84747
23.0,138.0,195.0,5.7959857,22.490952,91.70293,124.39151
18.0,125.0,204.0,6.046674,22.355482,94.47812,116.736626
13.0,121.0,196.0,6.4433827,22.20701,93.505745,120.15938
26.0,122.0,202.0,5.617227,22.44517,94.73763,107.184326
28.0,123.0,202.0,6.4422894,22.76643,92.12438,120.436
26.0,121.0,201.0,6.1620345,22.191093,90.02575,112.31266
21.0,137.0,196.0,5.812782,23.61192,91.70294,123.59008
21.0,135.0,198.0,5.765015,23.86087,94.92048,105.02413
5.0,140.0,205.0,6.1849227,21.421772,92.626656,102.804565
2.0,123.0,205.0,5.739652,22.366293,90.78573,124.98316
15.0,133.0,199.0,5.8247786,23.996862,91.610016,117.61029
31.0,130.0,198.0,5.5548234,21.801298,92.73447,120.05867
25.0,140.0,200.0,6.0242486,23.804363,92.80441,100.619255
16.0,140.0,204.0,5.6313334,23.714752,91.53331,121.896164
19.0,122.0,202.0,5.811975,23.344673,90.379814,112.8954
10.0,125.0,196.0,5.7305574,22.312536,90.035774,113.06882
20.0,139.0,202.0,5.669991,23.502014,92.21084,107.98689
28.0,123.0,198.0,5.6827517,23.462603,91.45665,111.77634
28.0,136.0,200.0,6.2458587,23.062044,92.39544,114.73991
2.0,131.0,199.0,6.01737,22.474205,91.2276,124.21797
2.0,140.0,197.0,5.5345674,22.697802,92.822235,105.05083
27.0,138.0,201.0,5.952368,23.66682,93.90191,105.400475
30.0,127.0,204.0,6.1264367,22.500504,92.458786,100.93439
32.0,140.0,203.0,6.4068184,23.830536,90.84422,109.59668
29.0,139.0,205.0,6.1559396,23.641424,93.74461,116.691216
26.0,126.0,195.0,5.878569,21.41364,92.99125,118.3979
40.0,136.0,202.0,5.935336,22.852674,94.57646,117.5314
6.0,124.0,200.0,5.971332,22.98208,93.84505,109.58523
35.0,138.0,200.0,5.671306,21.199095,90.8082,103.68389
17.0,136.0,196.0,5.882156,23.871923,90.49939,103.05481
33.0,134.0,205.0,6.0855193,21.036528,94.339195,114.74127
16.0,140.0,197.0,5.9040265,22.617117,93.51978,116.925674
27.0,120.0,200.0,6.110219,21.452787,90.745316,116.70366
29.0,140.0,205.0,6.2123027,22.812275,92.12992,109.338356
3.0,140.0,197.0,6.142803,21.981419,91.12719,115.47891
15.0,123.0,204.0,6.3659725,22.527094,92.547806,115.383
5.0,136.0,195.0,6.2642026,22.356287,91.92361,107.769745
10.0,136.0,204.0,6.2761984,21.198523,92.15595,105.85544
7.0,140.0,195.0,5.514253,23.881247,93.450676,104.91167
2.0,129.0,201.0,5.682344,22.782341,94.368034,122.145
29.0,138.0,197.0,5.830892,22.190554,92.437645,121.66228
30.0,137.0,200.0,5.603413,22.9143,90.70476,118.60446
29.0,132.0,204.0,6.096753,23.089508,90.225075,108.21666
14.0,139.0,197.0,6.0565295,21.724846,92.83976,121.696175
18.0,125.0,203.0,6.1602674,22.443077,91.59234,102.55658
33.0,140.0,204.0,5.814435,21.131607,91.957695,122.53919
40.0,140.0,196.0,5.9872627,22.717506,92.2548,107.028984
9.0,140.0,197.0,5.5700207,23.75033,92.88161,117.660286
38.0,135.0,203.0,5.9655514,23.761219,93.661644,100.82596
28.0,130.0,196.0,6.0623565,22.134506,94.676956,112.92032
35.0,140.0,203.0,5.895319,21.17089,90.237305,123.64951
12.0,129.0,205.0,6.1194324,22.362383,91.157616,118.68327
1.0,135.0,203.0,5.624203,22.778564,92.70124,113.775925
0.0,140.0,205.0,5.520783,21.225035,90.09878,113.97604
31.0,121.0,201.0,5.7315354,23.157911,90.34397,110.71284
35.0,131.0,203.0,5.893491,22.427761,93.91722,102.723076
29.0,140.0,195.0,5.560521,23.64083,90.952576,116.74313
33.0,138.0,198.0,6.2223907,22.294235,90.69034,122.741875
14.0,140.0,197.0,6.071255,23.352251,90.90054,113.03814
35.0,140.0,195.0,6.23195,22.039116,94.58076,110.9804
40.0,120.0,197.0,5.8894806,23.805939,92.48879,119.63355
25.0,132.0,198.0,5.7327576,22.31944,90.851746,100.11735
31.0,137.0,196.0,6.400321,22.144642,93.825676,120.63108
36.0,140.0,196.0,6.4969344,23.651676,94.50529,115.36113
10.0,140.0,197.0,6.229499,22.169395,90.27186,124.46831
22.0,30.0,12.0,6.354007,15.781442,92.51078,119.035
37.0,6.0,13.0,7.511755,26.030973,91.508194,101.284775
27.0,13.0,6.0,7.3351583,13.360506,91.35608,111.22669
7.0,16.0,9.0,7.8139167,18.879576,92.043045,114.665955
20.0,7.0,9.0,7.129137,29.477417,91.578026,111.17275
26.0,27.0,10.0,6.0799985,28.069033,92.91487,114.13394
5.0,23.0,15.0,7.4089394,25.66901,92.04671,112.54242
0.0,18.0,14.0,7.207991,29.771494,92.0072,114.416176
39.0,24.0,14.0,7.1892595,30.554726,90.903435,106.0712
13.0,23.0,6.0,7.3653383,23.961475,90.264084,102.69587
21.0,17.0,15.0,7.4559913,23.982897,91.54732,118.49017
33.0,12.0,8.0,6.8222823,25.260527,90.31154,117.36953
6.0,9.0,12.0,7.0287466,31.083689,90.14362,109.68947
19.0,7.0,10.0,6.11843,14.78003,91.22062,100.196175
24.0,18.0,6.0,6.2853127,26.566084,94.4524,116.379654
9.0,11.0,8.0,6.5592365,24.859034,94.39001,111.78037
31.0,8.0,7.0,7.163246,34.514652,93.63813,103.56849
22.0,17.0,5.0,6.945563,24.121887,90.72352,102.83563
13.0,5.0,8.0,7.4747105,23.853403,90.105225,103.923225
16.0,8.0,9.0,7.6011896,24.602976,91.28409,111.294815
4.0,13.0,6.0,7.5611434,15.632111,94.25966,101.47057
0.0,25.0,14.0,6.3616714,19.335169,91.97979,116.450424
8.0,7.0,10.0,6.929216,28.262049,91.98318,105.21323
4.0,23.0,5.0,7.4779353,22.675945,93.36349,110.33327
33.0,14.0,8.0,7.6844206,21.032001,92.964195,110.682396
30.0,7.0,15.0,7.825532,33.23453,91.06054,115.76599
21.0,29.0,12.0,6.438669,22.30319,92.159874,117.36881
11.0,14.0,5.0,6.946355,11.503229,94.89332,115.568375
9.0,8.0,15.0,7.9944654,14.3432045,94.357346,110.22231
5.0,18.0,14.0,7.4341187,33.105698,93.484474,119.17091
29.0,25.0,14.0,7.7819886,30.491838,90.45829,113.33021
33.0,12.0,15.0,6.0523186,30.255781,92.03273,116.717316
8.0,16.0,6.0,7.1066504,12.228162,90.26457,108.41617
15.0,14.0,8.0,6.220943,10.010813,90.22399,119.394104
16.0,7.0,8.0,6.4204574,22.791967,90.60902,116.50841
0.0,12.0,7.0,6.9692497,20.184322,90.65459,116.813095
5.0,25.0,6.0,6.011302,30.721199,94.01332,106.8118
6.0,8.0,11.0,6.600949,24.35591,92.396515,119.69466
10.0,5.0,5.0,7.8178463,21.21307,91.35349,112.98344
1.0,17.0,6.0,6.819827,10.786898,91.38412,117.52934
1.0,30.0,10.0,7.2914057,11.899257,91.34664,103.57715
0.0,23.0,15.0,7.598729,22.56664,93.374886,109.858574
24.0,27.0,9.0,6.157135,18.868832,93.24688,119.3937
36.0,11.0,13.0,7.1917276,17.340837,93.04897,112.71943
40.0,21.0,8.0,7.4187617,34.906654,92.878204,102.190636
40.0,22.0,6.0,6.488221,24.5361,91.90997,115.9788
32.0,18.0,13.0,6.044167,13.8377285,91.7478,107.98732
9.0,10.0,10.0,6.0103917,22.355104,93.52212,101.51646
13.0,16.0,8.0,6.9498386,34.74005,93.12317,100.196785
15.0,9.0,11.0,7.907956,11.547857,94.14861,108.82892
29.0,11.0,5.0,7.6397886,23.133389,91.9467,104.42242
1.0,15.0,9.0,7.5335093,29.983646,94.5524,115.35603
18.0,5.0,11.0,6.251587,20.879475,90.93756,102.45508
14.0,22.0,9.0,6.543192,17.249447,91.137726,112.50905
33.0,15.0,7.0,7.651225,15.833887,91.68294,109.75714
4.0,6.0,7.0,6.7088895,23.010143,91.117645,112.67383
17.0,16.0,14.0,6.625539,16.396242,92.18152,102.94416
12.0,20.0,10.0,6.528355,24.451328,93.10528,109.47111
34.0,29.0,8.0,6.45064,31.878592,91.15248,105.34378
39.0,28.0,10.0,7.1819077,31.349201,91.482475,109.15498
31.0,25.0,12.0,7.0164824,18.051424,90.039696,111.77939
12.0,6.0,8.0,6.388617,30.84835,92.86774,107.41427
12.0,29.0,13.0,7.5712543,22.45617,91.52782,118.00693
26.0,11.0,11.0,7.6093483,13.703192,90.955894,106.29449
19.0,24.0,15.0,7.137137,20.489546,93.72485,111.839195
39.0,21.0,9.0,6.3540225,13.208444,94.027695,106.269615
16.0,29.0,13.0,6.196908,32.319443,93.67805,117.62365
36.0,29.0,13.0,7.8295074,20.681852,90.91511,109.751396
37.0,23.0,12.0,6.3952584,31.52676,90.50622,113.11694
39.0,9.0,15.0,7.992042,25.354677,91.81183,116.75559
31.0,5.0,14.0,6.5834117,17.665455,91.69866,110.68575
18.0,12.0,8.0,6.2060533,12.5909395,91.81669,119.39167
20.0,20.0,10.0,6.976998,11.86632,93.683945,106.06015
5.0,8.0,5.0,6.562595,11.033679,92.227066,112.77159
20.0,8.0,12.0,7.2604165,25.299044,94.964195,117.97334
25.0,21.0,11.0,6.460045,32.23798,90.15407,104.70522
14.0,19.0,14.0,6.699165,17.684088,94.358154,108.06382
37.0,18.0,12.0,7.4011216,10.270887,90.191475,106.69552
26.0,15.0,6.0,6.9120336,17.220345,94.78797,108.00543
13.0,22.0,5.0,7.76404,19.667055,90.50097,100.1738
32.0,25.0,9.0,7.796034,10.356096,93.75652,101.14569
19.0,7.0,9.0,6.9698834,27.255436,91.71369,101.139435
28.0,7.0,9.0,6.7307577,34.591785,92.1323,115.565025
24.0,30.0,11.0,6.6013956,32.39524,94.517685,113.25373
7.0,17.0,10.0,6.4659133,10.164313,91.22321,106.36255
18.0,23.0,8.0,6.413548,21.491186,93.4395,101.48199
7.0,20.0,12.0,6.4752755,16.534603,94.7676,110.04479
20.0,23.0,11.0,6.407716,31.85207,90.1222,109.9455
18.0,14.0,11.0,6.550814,28.047995,90.00622,117.13115
34.0,11.0,10.0,7.3622084,31.750488,94.59551,115.19893
20.0,29.0,10.0,7.365492,29.074127,93.27189,100.78969
37.0,24.0,13.0,7.8546243,19.14382,90.71037,108.02308
12.0,8.0,10.0,7.995849,16.148203,91.4448,107.428764
34.0,10.0,14.0,6.7256007,34.05297,92.05812,116.802086
6.0,13.0,9.0,7.7867255,34.51424,90.561516,118.327194
27.0,30.0,5.0,7.656978,32.717487,90.54608,113.32898
13.0,8.0,12.0,7.105905,25.162966,92.54736,114.31172
6.0,7.0,7.0,7.199106,27.681673,94.47317,113.99951
40.0,17.0,15.0,7.871063,21.350933,90.949295,107.08621
31.0,26.0,9.0,7.566166,11.698946,93.256386,103.2006
61.0,68.0,50.0,6.7932453,35.214626,91.49725,243.07451
58.0,46.0,45.0,6.5762615,42.394135,90.79028,88.46607
45.0,47.0,55.0,6.751453,38.419163,91.142204,119.26539
39.0,65.0,53.0,6.560743,35.33295,92.11509,235.61336
31.0,68.0,45.0,6.9383135,42.923252,90.076004,196.24083
70.0,68.0,45.0,6.9916263,33.835087,92.8547,203.4044
68.0,62.0,50.0,6.9777,33.202583,92.76438,197.52826
34.0,65.0,47.0,6.8337684,23.48547,93.710434,191.77606
38.0,68.0,54.0,6.73917,29.337105,90.81782,202.05728
69.0,64.0,47.0,6.993473,40.211994,94.50767,186.67624
58.0,51.0,47.0,6.7574706,42.13474,91.70445,197.40291
59.0,47.0,53.0,6.850663,32.863167,91.46189,47.271545
44.0,64.0,54.0,6.742749,29.807444,91.380486,232.7046
56.0,57.0,48.0,6.5061207,31.562138,93.048485,63.62251
69.0,60.0,54.0,6.9899273,36.32268,93.06134,141.17369
56.0,58.0,49.0,6.692156,37.13165,94.60762,172.4788
49.0,55.0,53.0,6.5440297,38.44187,93.63739,77.71567
38.0,51.0,52.0,6.927804,32.661606,90.789314,78.85085
