N,P,K,ph,temperature,humidity,rainfall,N_P_ratio,N_K_ratio,P_K_ratio,soil_health_score,zinc_deficiency,iron_deficiency,boron_deficiency,multiple_deficiency,any_deficiency,temperature_stress,moisture_stress
6.0,9.0,12.0,7.0287466,31.083689,90.14362,109.68947,0.6,0.46153846,0.6923077,0.329,1,0,0,0,1,0,0
19.0,7.0,10.0,6.11843,14.78003,91.22062,100.196175,2.375,1.7272727,0.6363636,0.33,0,0,0,0,0,1,0
24.0,18.0,6.0,6.2853127,26.566084,94.4524,116.379654,1.2631578,3.4285715,2.5714285,0.4,0,0,0,0,0,0,0
9.0,11.0,8.0,6.5592365,24.859034,94.39001,111.78037,0.75,1.0,1.2222222,0.34,0,0,0,0,0,0,0
31.0,8.0,7.0,7.163246,34.514652,93.63813,103.56849,3.4444444,3.875,1.0,0.348,1,0,0,0,1,0,0
22.0,17.0,5.0,6.945563,24.121887,90.72352,102.83563,1.2222222,3.6666667,2.8333333,0.39,0,0,0,0,0,0,0
13.0,5.0,8.0,7.4747105,23.853403,90.105225,103.923225,2.1666667,1.4444444,0.5555556,0.308,1,0,0,0,1,0,0
16.0,8.0,9.0,7.6011896,24.602976,91.28409,111.294815,1.7777778,1.6,0.8,0.26,1,1,0,0,1,0,0
4.0,13.0,6.0,7.5611434,15.632111,94.25966,101.47057,0.2857143,0.5714286,1.8571428,0.276,1,1,0,0,1,0,0
0.0,25.0,14.0,6.3616714,19.335169,91.97979,116.450424,0.0,0.0,1.6666666,0.424,0,0,0,0,0,0,0
8.0,7.0,10.0,6.929216,28.262049,91.98318,105.21323,1.0,0.72727275,0.6363636,0.316,0,0,0,0,0,0,0
4.0,23.0,5.0,7.4779353,22.675945,93.36349,110.33327,0.16666667,0.6666667,3.8333333,0.405,1,0,0,0,1,0,0
33.0,14.0,8.0,7.6844206,21.032001,92.964195,110.682396,2.2,3.6666667,1.5555556,0.311,1,1,0,0,1,0,0
30.0,7.0,15.0,7.825532,33.23453,91.06054,115.76599,3.75,1.875,0.4375,0.26,1,1,0,0,1,0,0
21.0,29.0,12.0,6.438669,22.30319,92.159874,117.36881,0.7,1.6153846,2.2307692,0.473,0,0,0,0,0,0,0
11.0,14.0,5.0,6.946355,11.503229,94.89332,115.568375,0.73333335,1.8333334,2.3333333,0.358,0,0,0,0,0,1,0
9.0,8.0,15.0,7.9944654,14.3432045,94.357346,110.22231,1.0,0.5625,0.5,0.226,1,1,0,0,1,1,0
5.0,18.0,14.0,7.4341187,33.105698,93.484474,119.17091,0.2631579,0.33333334,1.2,0.386,1,0,0,0,1,0,0
29.0,25.0,14.0,7.7819886,30.491838,90.45829,113.33021,1.1153846,1.9333333,1.6666666,0.374,1,0,0,0,1,0,0
33.0,12.0,15.0,6.0523186,30.255781,92.03273,116.717316,2.5384614,2.0625,0.75,0.385,0,0,0,0,0,0,0
8.0,16.0,6.0,7.1066504,12.228162,90.26457,108.41617,0.47058824,1.1428572,2.2857144,0.368,1,0,0,0,1,1,0
15.0,14.0,8.0,6.220943,10.010813,90.22399,119.394104,1.0,1.6666666,1.5555556,0.366,0,0,0,0,0,1,0
16.0,7.0,8.0,6.4204574,22.791967,90.60902,116.50841,2.0,1.7777778,0.7777778,0.324,0,0,0,0,0,0,0
0.0,12.0,7.0,6.9692497,20.184322,90.65459,116.813095,0.0,0.0,1.5,0.334,0,0,0,0,0,0,0
5.0,25.0,6.0,6.011302,30.721199,94.01332,106.8118,0.1923077,0.71428573,3.5714285,0.42,0,0,0,0,0,0,0
6.0,8.0,11.0,6.600949,24.35591,92.396515,119.69466,0.6666667,0.5,0.6666667,0.321,0,0,0,0,0,0,0
10.0,5.0,5.0,7.8178463,21.21307,91.35349,112.98344,1.6666666,1.6666666,0.8333333,0.211,1,1,0,0,1,0,0
1.0,17.0,6.0,6.819827,10.786898,91.38412,117.52934,0.055555556,0.14285715,2.4285715,0.365,0,0,0,0,0,1,0
1.0,30.0,10.0,7.2914057,11.899257,91.34664,103.57715,0.032258064,0.09090909,2.7272727,0.451,1,0,0,0,1,1,0
0.0,23.0,15.0,7.598729,22.56664,93.374886,109.858574,0.0,0.0,1.4375,0.342,1,0,0,0,1,0,0
24.0,27.0,9.0,6.157135,18.868832,93.24688,119.3937,0.85714287,2.4,2.7,0.46,0,0,0,0,0,0,0
36.0,11.0,13.0,7.1917276,17.340837,93.04897,112.71943,3.0,2.5714285,0.78571427,0.38,1,0,0,0,1,0,0
40.0,21.0,8.0,7.4187617,34.906654,92.878204,102.190636,1.8181819,4.4444447,2.3333333,0.441,1,0,0,0,1,0,0
40.0,22.0,6.0,6.488221,24.5361,91.90997,115.9788,1.7391304,5.714286,3.142857,0.445,0,0,0,0,0,0,0
32.0,18.0,13.0,6.044167,13.8377285,91.7478,107.98732,1.6842105,2.2857144,1.2857143,0.419,0,0,0,0,0,1,0
9.0,10.0,10.0,6.0103917,22.355104,93.52212,101.51646,0.8181818,0.8181818,0.90909094,0.336,0,0,0,0,0,0,0
13.0,16.0,8.0,6.9498386,34.74005,93.12317,100.196785,0.7647059,1.4444444,1.7777778,0.376,0,0,0,0,0,0,0
15.0,9.0,11.0,7.907956,11.547857,94.14861,108.82892,1.5,1.25,0.75,0.242,1,1,0,0,1,1,0
29.0,11.0,5.0,7.6397886,23.133389,91.9467,104.42242,2.4166667,4.8333335,1.8333334,0.287,1,1,0,0,1,0,0
1.0,15.0,9.0,7.5335093,29.983646,94.5524,115.35603,0.0625,0.1,1.5,0.291,1,0,0,0,1,0,0
18.0,5.0,11.0,6.251587,20.879475,90.93756,102.45508,3.0,1.5,0.41666666,0.318,0,0,0,0,0,0,0
14.0,22.0,9.0,6.543192,17.249447,91.137726,112.50905,0.6086956,1.4,2.2,0.416,0,0,0,0,0,0,0
33.0,15.0,7.0,7.651225,15.833887,91.68294,109.75714,2.0625,4.125,1.875,0.319,1,0,0,0,1,0,0
4.0,6.0,7.0,6.7088895,23.010143,91.117645,112.67383,0.5714286,0.5,0.75,0.301,0,0,0,0,0,0,0
17.0,16.0,14.0,6.625539,16.396242,92.18152,102.94416,1.0,1.1333333,1.0666667,0.389,0,0,0,0,0,0,0
12.0,20.0,10.0,6.528355,24.451328,93.10528,109.47111,0.5714286,1.0909091,1.8181819,0.402,0,0,0,0,0,0,0
34.0,29.0,8.0,6.45064,31.878592,91.15248,105.34378,1.1333333,3.7777777,3.2222223,0.484,0,0,0,0,0,0,0
39.0,28.0,10.0,7.1819077,31.349201,91.482475,109.15498,1.3448275,3.5454545,2.5454545,0.486,1,0,0,0,1,0,0
31.0,25.0,12.0,7.0164824,18.051424,90.039696,111.77939,1.1923077,2.3846154,1.9230769,0.46,1,0,0,0,1,0,0
12.0,6.0,8.0,6.388617,30.84835,92.86774,107.41427,1.7142857,1.3333334,0.6666667,0.312,0,0,0,0,0,0,0
12.0,29.0,13.0,7.5712543,22.45617,91.52782,118.00693,0.4,0.85714287,2.0714285,0.394,1,0,0,0,1,0,0
26.0,11.0,11.0,7.6093483,13.703192,90.955894,106.29449,2.1666667,2.1666667,0.9166667,0.293,1,1,0,0,1,1,0
19.0,24.0,15.0,7.137137,20.489546,93.72485,111.839195,0.76,1.1875,1.5,0.442,1,0,0,0,1,0,0
39.0,21.0,9.0,6.3540225,13.208444,94.027695,106.269615,1.7727273,3.9,2.1,0.441,0,0,0,0,0,1,0
16.0,29.0,13.0,6.196908,32.319443,93.67805,117.62365,0.53333336,1.1428572,2.0714285,0.468,0,0,0,0,0,0,0
36.0,29.0,13.0,7.8295074,20.681852,90.91511,109.751396,1.2,2.5714285,2.0714285,0.403,1,0,0,0,1,0,0
37.0,23.0,12.0,6.3952584,31.52676,90.50622,113.11694,1.5416666,2.8461537,1.7692307,0.455,0,0,0,0,0,0,0
39.0,9.0,15.0,7.992042,25.354677,91.81183,116.75559,3.9,2.4375,0.5625,0.27,1,1,0,0,1,0,0
31.0,5.0,14.0,6.5834117,17.665455,91.69866,110.68575,5.1666665,2.0666666,0.33333334,0.338,0,0,0,0,0,0,0
18.0,12.0,8.0,6.2060533,12.5909395,91.81669,119.39167,1.3846154,2.0,1.3333334,0.358,0,0,0,0,0,1,0
20.0,20.0,10.0,6.976998,11.86632,93.683945,106.06015,0.95238096,1.8181819,1.8181819,0.413,0,0,0,0,0,1,0
5.0,8.0,5.0,6.562595,11.033679,92.227066,112.77159,0.5555556,0.8333333,1.3333334,0.312,0,0,0,0,0,1,0
20.0,8.0,12.0,7.2604165,25.299044,94.964195,117.97334,2.2222223,1.5384616,0.61538464,0.34,1,0,0,0,1,0,0
25.0,21.0,11.0,6.460045,32.23798,90.15407,104.70522,1.1363636,2.0833333,1.75,0.426,0,0,0,0,0,0,0
14.0,19.0,14.0,6.699165,17.684088,94.358154,108.06382,0.7,0.93333334,1.2666667,0.404,0,0,0,0,0,0,0
37.0,18.0,12.0,7.4011216,10.270887,90.191475,106.69552,1.9473684,2.8461537,1.3846154,0.424,1,0,0,0,1,1,0
26.0,15.0,6.0,6.9120336,17.220345,94.78797,108.00543,1.625,3.7142856,2.142857,0.384,0,0,0,0,0,0,0
13.0,22.0,5.0,7.76404,19.667055,90.50097,100.1738,0.5652174,2.1666667,3.6666667,0.325,1,0,0,0,1,0,0
32.0,25.0,9.0,7.796034,10.356096,93.75652,101.14569,1.2307693,3.2,2.5,0.37,1,0,0,0,1,1,0
19.0,7.0,9.0,6.9698834,27.255436,91.71369,101.139435,2.375,1.9,0.7,0.329,0,0,0,0,0,0,0
28.0,7.0,9.0,6.7307577,34.591785,92.1323,115.565025,3.5,2.8,0.7,0.34,0,0,0,0,0,0,0
24.0,30.0,11.0,6.6013956,32.39524,94.517685,113.25373,0.7741935,2.0,2.5,0.481,0,0,0,0,0,0,0
7.0,17.0,10.0,6.4659133,10.164313,91.22321,106.36255,0.3888889,0.6363636,1.5454545,0.378,0,0,0,0,0,1,0
18.0,23.0,8.0,6.413548,21.491186,93.4395,101.48199,0.75,2.0,2.5555556,0.426,0,0,0,0,0,0,0
7.0,20.0,12.0,6.4752755,16.534603,94.7676,110.04479,0.33333334,0.53846157,1.5384616,0.399,0,0,0,0,0,0,0
20.0,23.0,11.0,6.407716,31.85207,90.1222,109.9455,0.8333333,1.6666666,1.9166666,0.432,0,0,0,0,0,0,0
18.0,14.0,11.0,6.550814,28.047995,90.00622,117.13115,1.2,1.5,1.1666666,0.374,0,0,0,0,0,0,0
34.0,11.0,10.0,7.3622084,31.750488,94.59551,115.19893,2.8333333,3.090909,1.0,0.374,1,0,0,0,1,0,0
20.0,29.0,10.0,7.365492,29.074127,93.27189,100.78969,0.6666667,1.8181819,2.6363637,0.469,1,0,0,0,1,0,0
37.0,24.0,13.0,7.8546243,19.14382,90.71037,108.02308,1.48,2.642857,1.7142857,0.37,1,0,0,0,1,0,0
12.0,8.0,10.0,7.995849,16.148203,91.4448,107.428764,1.3333334,1.0909091,0.72727275,0.224,1,1,0,0,1,0,0
34.0,10.0,14.0,6.7256007,34.05297,92.05812,116.802086,3.090909,2.2666667,0.6666667,0.372,0,0,0,0,0,0,0
6.0,13.0,9.0,7.7867255,34.51424,90.561516,118.327194,0.42857143,0.6,1.3,0.264,1,1,0,0,1,0,0
27.0,30.0,5.0,7.656978,32.717487,90.54608,113.32898,0.87096775,4.5,5.0,0.402,1,0,0,0,1,0,0
13.0,8.0,12.0,7.105905,25.162966,92.54736,114.31172,1.4444444,1.0,0.61538464,0.331,1,0,0,0,1,0,0
6.0,7.0,7.0,7.199106,27.681673,94.47317,113.99951,0.75,0.75,0.875,0.31,1,0,0,0,1,0,0
40.0,17.0,15.0,7.871063,21.350933,90.949295,107.08621,2.2222223,2.5,1.0625,0.332,1,0,0,0,1,0,0
31.0,26.0,9.0,7.566166,11.698946,93.256386,103.2006,1.1481482,3.1,2.6,0.394,1,0,0,0,1,1,0
61.0,68.0,50.0,6.7932453,35.214626,91.49725,243.07451,0.884058,1.1960784,1.3333334,0.639,0,0,0,0,0,1,0
58.0,46.0,45.0,6.5762615,42.394135,90.79028,88.46607,1.2340425,1.2608696,1.0,0.629,0,0,0,0,0,1,0
45.0,47.0,55.0,6.751453,38.419163,91.142204,119.26539,0.9375,0.8035714,0.83928573,0.625,0,0,0,0,0,1,0
39.0,65.0,53.0,6.560743,35.33295,92.11509,235.61336,0.59090906,0.7222222,1.2037038,0.615,0,0,0,0,0,1,0
31.0,68.0,45.0,6.9383135,42.923252,90.076004,196.24083,0.44927537,0.67391306,1.4782609,0.595,0,0,0,0,0,1,0
70.0,68.0,45.0,6.9916263,33.835087,92.8547,203.4044,1.0144928,1.5217391,1.4782609,0.644,0,0,0,0,0,0,0
68.0,62.0,50.0,6.9777,33.202583,92.76438,197.52826,1.0793651,1.3333334,1.2156863,0.648,0,0,0,0,0,0,0
34.0,65.0,47.0,6.8337684,23.48547,93.710434,191.77606,0.5151515,0.7083333,1.3541666,0.601,0,0,0,0,0,0,0
38.0,68.0,54.0,6.73917,29.337105,90.81782,202.05728,0.5507246,0.6909091,1.2363636,0.615,0,0,0,0,0,0,0
69.0,64.0,47.0,6.993473,40.211994,94.50767,186.67624,1.0615385,1.4375,1.3333334,0.645,0,0,0,0,0,1,0
58.0,51.0,47.0,6.7574706,42.13474,91.70445,197.40291,1.1153846,1.2083334,1.0625,0.631,0,0,0,0,0,1,0
59.0,47.0,53.0,6.850663,32.863167,91.46189,47.271545,1.2291666,1.0925926,0.8703704,0.64,0,0,0,0,0,0,1
44.0,64.0,54.0,6.742749,29.807444,91.380486,232.7046,0.6769231,0.8,1.1636363,0.622,0,0,0,0,0,0,0
56.0,57.0,48.0,6.5061207,31.562138,93.048485,63.62251,0.9655172,1.1428572,1.1632653,0.63,0,0,0,0,0,0,0
69.0,60.0,54.0,6.9899273,36.32268,93.06134,141.17369,1.1311475,1.2545455,1.0909091,0.654,0,0,0,0,0,1,0
56.0,58.0,49.0,6.692156,37.13165,94.60762,172.4788,0.9491525,1.12,1.16,0.631,0,0,0,0,0,1,0
49.0,55.0,53.0,6.5440297,38.44187,93.63739,77.71567,0.875,0.9074074,1.0185186,0.628,0,0,0,0,0,1,0
38.0,51.0,52.0,6.927804,32.661606,90.789314,78.85085,0.7307692,0.7169811,0.9622642,0.612,0,0,0,0,0,0,0
54.0,65.0,47.0,6.721836,27.92766,91.55594,149.91075,0.8181818,1.125,1.3541666,0.626,0,0,0,0,0,0,0
57.0,57.0,51.0,6.992234,39.017933,91.48816,105.884155,0.98275864,1.0961539,1.0961539,0.635,0,0,0,0,0,1,0
39.0,52.0,53.0,6.7042046,32.512474,94.65904,51.07048,0.7358491,0.7222222,0.962963,0.615,0,0,0,0,0,0,0
58.0,67.0,45.0,6.7024245,38.723827,91.72515,62.62377,0.85294116,1.2608696,1.4565217,0.629,0,0,0,0,0,1,0
61.0,64.0,52.0,6.6410985,43.302048,92.83405,110.562225,0.93846154,1.1509434,1.2075472,0.641,0,0,0,0,0,1,0
34.0,62.0,55.0,6.585346,27.58549,90.725266,238.50089,0.53968257,0.60714287,1.1071428,0.611,0,0,0,0,0,0,0
31.0,48.0,45.0,6.5631347,40.78882,92.909515,132.79236,0.63265306,0.67391306,1.0434783,0.595,0,0,0,0,0,1,0
47.0,46.0,52.0,6.5022893,23.194511,91.403015,206.39992,1.0,0.8867925,0.8679245,0.624,0,0,0,0,0,0,0
32.0,68.0,52.0,6.800321,32.680676,92.61716,248.8593,0.46376812,0.6037736,1.2830188,0.605,0,0,0,0,0,0,0
36.0,59.0,46.0,6.7211304,34.28879,93.61083,127.25098,0.6,0.7659575,1.2553191,0.602,0,0,0,0,0,0,0
61.0,51.0,51.0,6.5746775,39.3005,94.161934,120.95125,1.1730769,1.1730769,0.9807692,0.64,0,0,0,0,0,1,0
70.0,54.0,46.0,6.9193425,39.73149,91.12221,122.76286,1.2727273,1.4893616,1.1489362,0.645,0,0,0,0,0,1,0
44.0,56.0,49.0,6.5197797,39.233425,91.25589,64.44785,0.7719298,0.88,1.12,0.616,0,0,0,0,0,1,0
34.0,68.0,51.0,6.687088,27.34735,94.17757,40.351532,0.49275362,0.65384614,1.3076923,0.606,0,0,0,0,0,0,1
50.0,59.0,47.0,6.747976,40.769985,92.09279,209.86784,0.8333333,1.0416666,1.2291666,0.621,0,0,0,0,0,1,0
39.0,70.0,52.0,6.651491,26.265594,90.796684,59.493732,0.5492958,0.7358491,1.3207548,0.614,0,0,0,0,0,0,0
34.0,61.0,49.0,6.502675,28.129715,93.321075,117.82019,0.5483871,0.68,1.22,0.604,0,0,0,0,0,0,0
44.0,60.0,55.0,6.8253713,34.28046,90.55562,98.540474,0.72131145,0.78571427,1.0714285,0.624,0,0,0,0,0,0,0
31.0,62.0,52.0,6.991041,33.796017,93.007545,182.02681,0.4920635,0.5849057,1.1698114,0.604,0,0,0,0,0,0,0
65.0,62.0,51.0,6.511625,31.532438,90.87395,207.07352,1.031746,1.25,1.1923077,0.645,0,0,0,0,0,0,0
44.0,57.0,53.0,6.931721,42.30496,90.51432,74.876785,0.7586207,0.8148148,1.0555556,0.621,0,0,0,0,0,1,0
50.0,47.0,48.0,6.7127724,24.636768,90.619644,218.22992,1.0416666,1.0204082,0.9591837,0.622,0,0,0,0,0,0,0
43.0,50.0,48.0,6.630165,28.282228,91.3706,179.27208,0.84313726,0.877551,1.0204082,0.614,0,0,0,0,0,0,0
60.0,46.0,53.0,6.7619534,24.486208,92.982544,183.49095,1.2765957,1.1111112,0.8518519,0.641,0,0,0,0,0,0,0
70.0,68.0,55.0,6.691202,42.846092,94.63548,78.80997,1.0144928,1.25,1.2142857,0.656,0,0,0,0,0,1,0
59.0,62.0,52.0,6.608668,43.67549,93.10887,103.82356,0.93650794,1.1132076,1.1698114,0.639,0,0,0,0,0,1,0
60.0,58.0,51.0,6.840802,42.072136,92.92203,165.7413,1.0169492,1.1538461,1.1153846,0.639,0,0,0,0,0,1,0
42.0,60.0,47.0,6.8348083,33.46874,92.127464,136.8277,0.6885246,0.875,1.25,0.611,0,0,0,0,0,0,0
35.0,66.0,47.0,6.953439,31.701838,91.66232,48.838104,0.52238804,0.7291667,1.375,0.602,0,0,0,0,0,0,1
34.0,65.0,48.0,6.6650243,41.419685,90.03863,199.30965,0.5151515,0.6938776,1.3265306,0.602,0,0,0,0,0,1,0
36.0,54.0,46.0,6.6628757,42.54744,94.944824,214.41039,0.6545454,0.7659575,1.1489362,0.602,0,0,0,0,0,1,0
39.0,64.0,52.0,6.6786957,28.918425,94.636765,63.687946,0.6,0.7358491,1.2075472,0.614,0,0,0,0,0,0,0
37.0,52.0,47.0,6.542777,43.080227,93.90306,211.8529,0.6981132,0.7708333,1.0833334,0.605,0,0,0,0,0,1,0
33.0,47.0,46.0,6.8394437,29.203009,93.96834,209.40833,0.6875,0.70212764,1.0,0.599,0,0,0,0,0,0,0
34.0,48.0,48.0,6.805277,41.042244,91.37258,181.5276,0.6938776,0.6938776,0.97959185,0.602,0,0,0,0,0,1,0
49.0,54.0,50.0,6.762522,25.624466,93.1824,97.26337,0.8909091,0.9607843,1.0588236,0.624,0,0,0,0,0,0,0
40.0,65.0,49.0,6.678449,35.328766,91.061386,163.90694,0.6060606,0.8,1.3,0.611,0,0,0,0,0,1,0
68.0,52.0,49.0,6.5771923,24.425613,92.27749,63.35299,1.2830188,1.36,1.04,0.646,0,0,0,0,0,0,0
50.0,46.0,52.0,6.7340055,31.182983,90.21647,54.018723,1.0638298,0.9433962,0.8679245,0.628,0,0,0,0,0,0,0
65.0,63.0,50.0,6.5244594,31.883425,91.32565,79.27202,1.015625,1.2745098,1.2352941,0.644,0,0,0,0,0,0,0
40.0,49.0,47.0,6.501521,42.933685,91.175674,246.36133,0.8,0.8333333,1.0208334,0.609,0,0,0,0,0,1,0
42.0,53.0,48.0,6.7584796,23.114077,94.31995,231.51532,0.7777778,0.85714287,1.0816326,0.612,0,0,0,0,0,0,0
49.0,55.0,51.0,6.676579,24.87212,93.9056,135.16945,0.875,0.9423077,1.0576923,0.625,0,0,0,0,0,0,0
59.0,62.0,49.0,6.941497,43.360516,93.35191,114.77807,0.93650794,1.18,1.24,0.635,0,0,0,0,0,1,0
63.0,58.0,47.0,6.864144,26.83054,90.7538,144.66565,1.0677966,1.3125,1.2083334,0.638,0,0,0,0,0,0,0
70.0,65.0,52.0,6.5835285,30.420122,93.126595,75.95295,1.060606,1.3207548,1.226415,0.653,0,0,0,0,0,0,0
63.0,50.0,52.0,6.7517476,28.645555,93.226425,115.81639,1.2352941,1.1886792,0.9433962,0.644,0,0,0,0,0,0,0
40.0,64.0,47.0,6.8935094,32.500374,93.47889,71.737595,0.61538464,0.8333333,1.3333334,0.609,0,0,0,0,0,0,0
63.0,58.0,50.0,6.7207446,43.037144,94.64289,41.58566,1.0677966,1.2352941,1.137255,0.641,0,0,0,0,0,1,1
45.0,58.0,49.0,6.8278127,30.107735,90.34547,75.24522,0.7627119,0.9,1.16,0.618,0,0,0,0,0,0,0
66.0,69.0,47.0,6.9122996,23.692122,93.61056,87.53394,0.94285715,1.375,1.4375,0.641,0,0,0,0,0,0,0
54.0,67.0,52.0,6.5861073,35.676674,93.30642,141.33812,0.7941176,1.018868,1.264151,0.632,0,0,0,0,0,1,0
69.0,67.0,52.0,6.827306,27.71949,94.438774,82.83061,1.0147059,1.3018868,1.264151,0.651,0,0,0,0,0,0,0
67.0,68.0,49.0,6.8217745,35.26825,92.38283,149.84882,0.9710145,1.34,1.36,0.645,0,0,0,0,0,1,0
45.0,57.0,47.0,6.656459,23.168558,90.78821,161.68921,0.7758621,0.9375,1.1875,0.615,0,0,0,0,0,0,0
56.0,50.0,52.0,6.770385,33.08706,92.251976,88.13007,1.0980393,1.0566038,0.9433962,0.635,0,0,0,0,0,0,0
70.0,50.0,53.0,6.9338098,37.46209,90.44968,172.34584,1.372549,1.2962962,0.9259259,0.654,0,0,0,0,0,1,0
44.0,47.0,45.0,6.579441,38.73219,94.73614,218.14215,0.9166667,0.95652175,1.0217391,0.611,0,0,0,0,0,1,0
50.0,60.0,47.0,6.9279175,32.577206,92.74889,93.79428,0.8196721,1.0416666,1.25,0.621,0,0,0,0,0,0,0
52.0,51.0,53.0,6.985804,38.382317,93.10378,210.27353,1.0,0.962963,0.9444444,0.631,0,0,0,0,0,1,0
35.0,68.0,45.0,6.6124296,42.936054,90.09448,234.84662,0.5072464,0.76086956,1.4782609,0.6,0,0,0,0,0,1,0
68.0,69.0,52.0,6.8133836,25.654922,92.74502,52.95478,0.9714286,1.2830188,1.3018868,0.65,0,0,0,0,0,0,0
32.0,55.0,52.0,6.9677596,37.588997,91.997406,159.65775,0.5714286,0.6037736,1.0377358,0.605,0,0,0,0,0,1,0
32.0,55.0,51.0,6.5739803,29.607187,93.156425,62.687107,0.5714286,0.61538464,1.0576923,0.604,0,0,0,0,0,0,0
48.0,62.0,47.0,6.803095,25.34756,93.02871,174.40123,0.7619048,1.0,1.2916666,0.619,0,0,0,0,0,0,0
39.0,69.0,53.0,6.9649553,25.930038,93.023575,241.8202,0.55714285,0.7222222,1.2777778,0.615,0,0,0,0,0,0,0
49.0,61.0,45.0,6.764213,32.76796,94.57378,240.4796,0.7903226,1.0652174,1.326087,0.618,0,0,0,0,0,0,0
48.0,57.0,54.0,6.617703,29.023281,90.203964,126.806984,0.82758623,0.8727273,1.0363636,0.628,0,0,0,0,0,0,0
69.0,66.0,49.0,6.52711,40.00439,90.17016,92.118774,1.0298507,1.38,1.32,0.648,0,0,0,0,0,1,0
53.0,55.0,55.0,6.7096686,33.32316,91.25271,234.49663,0.9464286,0.9464286,0.98214287,0.635,0,0,0,0,0,0,0
38.0,61.0,52.0,6.62073,31.227901,94.940216,46.44279,0.61290324,0.7169811,1.1509434,0.612,0,0,0,0,0,0,1
57.0,64.0,55.0,6.5837603,26.683865,92.95854,62.506897,0.8769231,1.0178572,1.1428572,0.64,0,0,0,0,0,0,0
51.0,57.0,55.0,6.6764073,24.705284,90.14732,108.41032,0.87931037,0.91071427,1.0178572,0.632,0,0,0,0,0,0,0
56.0,65.0,45.0,6.751299,38.201683,93.9738,218.09088,0.8484849,1.2173913,1.4130435,0.626,0,0,0,0,0,1,0
54.0,66.0,52.0,6.867554,36.567696,93.79504,104.42186,0.80597013,1.018868,1.245283,0.632,0,0,0,0,0,1,0
58.0,55.0,47.0,6.74249,26.053759,93.69112,240.68639,1.0357143,1.2083334,1.1458334,0.631,0,0,0,0,0,0,0
68.0,70.0,54.0,6.9862285,31.299864,92.76039,54.7783,0.9577465,1.2363636,1.2727273,0.653,0,0,0,0,0,0,0
42.0,59.0,55.0,6.979102,40.102077,94.351105,149.12,0.7,0.75,1.0535715,0.621,0,0,0,0,0,1,0
43.0,64.0,47.0,6.825665,38.589546,91.580765,102.27082,0.6615385,0.8958333,1.3333334,0.612,0,0,0,0,0,1,0
35.0,67.0,49.0,6.617067,41.3133,91.15088,239.74275,0.5147059,0.7,1.34,0.605,0,0,0,0,0,1,0
56.0,59.0,55.0,6.5518928,37.03552,91.794304,188.51814,0.93333334,1.0,1.0535715,0.639,0,0,0,0,0,1,0
39.0,64.0,53.0,6.5988603,23.012402,91.073555,208.3358,0.6,0.7222222,1.1851852,0.615,0,0,0,0,0,0,0
18.0,30.0,29.0,6.4200187,26.762749,92.860565,224.59036,0.58064514,0.6,1.0,0.496,0,0,0,0,0,0,0
37.0,23.0,28.0,5.7400546,25.612944,94.31388,224.32068,1.5416666,1.2758621,0.79310346,0.391,0,0,0,0,0,0,0
13.0,28.0,33.0,5.686973,28.130116,95.64808,151.07619,0.44827586,0.38235295,0.8235294,0.394,0,0,0,0,0,0,0
2.0,21.0,35.0,6.2936625,25.028872,91.53721,179.82489,0.09090909,0.055555556,0.5833333,0.428,0,0,0,0,0,0,0
10.0,18.0,35.0,6.3819757,27.797977,99.64573,181.69423,0.5263158,0.2777778,0.5,0.419,0,0,0,0,0,0,0
7.0,11.0,32.0,5.542169,29.25903,95.112946,184.76245,0.5833333,0.21212122,0.33333334,0.267,0,0,0,0,0,0,0
39.0,5.0,31.0,5.5519633,27.101347,93.6998,150.95026,6.5,1.21875,0.15625,0.269,0,0,0,0,0,0,0
34.0,6.0,27.0,5.8607407,25.847263,90.9267,147.8889,4.857143,1.2142857,0.21428572,0.29,0,0,0,0,0,0,0
31.0,30.0,29.0,5.558807,26.585804,90.986176,178.81161,1.0,1.0333333,1.0,0.413,0,0,0,0,0,0,0
25.0,7.0,35.0,5.5577116,28.385038,99.18844,189.67113,3.125,0.6944444,0.19444445,0.269,0,0,0,0,0,0,0
16.0,18.0,26.0,5.568366,28.43647,91.81321,145.54144,0.84210527,0.5925926,0.6666667,0.317,0,0,0,0,0,0,0
26.0,10.0,33.0,6.070718,28.272982,96.93649,198.82349,2.3636363,0.7647059,0.29411766,0.386,0,0,0,0,0,0,0
27.0,8.0,32.0,5.6278605,27.006485,96.46169,144.33313,3.0,0.8181818,0.24242425,0.28,0,0,0,0,0,0,0
37.0,18.0,30.0,6.3848844,27.635513,99.34855,157.91716,1.9473684,1.1935484,0.58064514,0.446,0,0,0,0,0,0,0
19.0,15.0,34.0,5.6858892,26.29645,99.65809,215.91951,1.1875,0.54285717,0.42857143,0.321,0,0,0,0,0,0,0
0.0,19.0,33.0,6.2344584,27.1326,95.23798,204.72066,0.0,0.0,0.5588235,0.41,0,0,0,0,0,0,0
31.0,20.0,26.0,6.4431686,25.565678,97.61362,199.79364,1.4761904,1.1481482,0.7407407,0.446,0,0,0,0,0,0,0
9.0,17.0,32.0,5.842318,25.949516,93.40549,172.05405,0.5,0.27272728,0.5151515,0.332,0,0,0,0,0,0,0
22.0,11.0,29.0,5.955743,28.033806,95.016304,218.00557,1.8333334,0.73333335,0.36666667,0.316,0,0,0,0,0,0,0
